Category,Category_binary,Rating,Reviews,Installs,Price
GAME,0,4.1,533,10000,0.0
GAME,0,4.0,154108,5000000,0.0
GAME,0,4.6,102107,5000000,0.0
GAME,0,4.4,29168,1000000,0.0
GAME,0,4.3,711719,10000000,0.0
SPORTS,1,4.4,426,5000,1.99
SPORTS,1,3.8,2548,100000,0.0
GAME,0,4.7,254258,10000000,0.0
GAME,0,4.2,828489,50000000,0.0
SPORTS,1,1.5,2,100,0.0
SPORTS,1,4.4,708753,10000000,0.0
GAME,0,4.4,3017,500000,0.0
GAME,0,4.6,568391,5000000,0.0
GAME,0,3.4,4490,100000,0.0
GAME,0,4.5,148945,10000000,0.0
GAME,0,4.2,4355,1000000,0.0
SPORTS,1,4.1,459797,50000000,0.0
SPORTS,1,4.2,18679,1000000,0.0
SPORTS,1,5.0,6,1000,0.0
GAME,0,3.5,3048,500000,0.0
GAME,0,4.0,271214,10000000,0.0
GAME,0,4.6,23133508,100000000,0.0
SPORTS,1,4.1,19230,1000000,0.0
SPORTS,1,4.4,26540,1000000,0.0
SPORTS,1,4.8,19543,100000,2.99
SPORTS,1,4.4,69395,10000000,0.0
SPORTS,1,4.4,27,10000,0.0
SPORTS,1,4.6,111450,5000000,0.0
SPORTS,1,4.5,827597,10000000,0.0
GAME,0,4.4,16601,500000,0.0
SPORTS,1,4.5,38487,1000000,0.0
GAME,0,4.4,39698,5000000,0.0
GAME,0,4.6,280098,10000000,0.0
SPORTS,1,4.6,284670,10000000,0.0
GAME,0,4.4,3057481,50000000,0.0
GAME,0,4.8,35,10000,0.0
GAME,0,4.6,17,100,14.0
SPORTS,1,3.5,293,50000,0.0
GAME,0,4.5,6427773,100000000,0.0
SPORTS,1,4.5,12,1000,0.0
GAME,0,4.4,12,1000,0.0
SPORTS,1,4.0,2894,500000,0.0
GAME,0,4.3,8118609,500000000,0.0
GAME,0,4.7,584126,10000000,0.0
SPORTS,1,4.1,556,10000,0.0
GAME,0,4.7,96028,1000000,0.0
SPORTS,1,3.0,543,50000,0.0
GAME,0,3.7,91,10000,0.0
GAME,0,4.6,506275,10000000,0.0
GAME,0,4.6,745684,5000000,0.0
GAME,0,4.6,515657,10000000,0.0
SPORTS,1,3.1,777,50000,0.0
SPORTS,1,4.1,290,50000,0.0
GAME,0,4.2,2113,100000,0.0
GAME,0,4.2,30630,1000000,0.0
SPORTS,1,3.9,138739,10000000,0.0
GAME,0,4.4,19816,1000000,0.0
GAME,0,4.1,2399,100000,0.0
GAME,0,3.9,24697,500000,0.0
SPORTS,1,2.0,8,1000,0.0
GAME,0,4.7,703,10000,0.0
SPORTS,1,4.5,106547,1000000,0.0
SPORTS,1,3.8,411,10000,299.99
SPORTS,1,4.3,87,10000,0.0
GAME,0,4.4,30253,1000000,0.0
GAME,0,4.2,33788,1000000,0.0
SPORTS,1,4.2,34356,1000000,0.0
GAME,0,4.0,69115,10000000,0.0
SPORTS,1,5.0,19,1000,0.0
SPORTS,1,4.2,1506,100000,0.0
SPORTS,1,4.4,133,10000,0.0
SPORTS,1,4.5,838738,50000000,0.0
GAME,0,4.7,59017,1000000,0.0
SPORTS,1,3.9,1075,50000,2.99
GAME,0,4.4,7614130,100000000,0.0
GAME,0,4.1,257531,10000000,0.0
GAME,0,4.6,337913,5000000,0.0
SPORTS,1,4.0,1,100,0.0
GAME,0,4.7,989158,10000000,0.0
GAME,0,4.3,56,1000,0.99
SPORTS,1,4.9,145,5000,1.99
GAME,0,4.1,1167,100000,0.0
SPORTS,1,5.0,2,100,0.0
GAME,0,4.6,7657490,100000000,0.0
GAME,0,4.7,725897,10000000,0.0
SPORTS,1,3.6,581,100000,0.0
GAME,0,4.2,304106,10000000,0.0
GAME,0,3.4,256,50000,0.0
SPORTS,1,4.3,1879,100000,0.0
SPORTS,1,4.5,10544,1000000,0.0
GAME,0,4.3,264755,10000000,0.0
GAME,0,4.0,630,10000,4.99
SPORTS,1,4.5,1203,500000,0.0
GAME,0,4.1,63680,1000000,0.0
SPORTS,1,4.5,2586,100000,0.0
GAME,0,4.5,1468638,50000000,0.0
SPORTS,1,4.1,78298,5000000,0.0
GAME,0,4.0,48,1000,1.99
SPORTS,1,4.8,31139,1000000,0.0
GAME,0,4.4,344819,5000000,0.0
SPORTS,1,5.0,2,10,0.0
SPORTS,1,4.4,133833,10000000,0.0
SPORTS,1,4.0,170973,5000000,0.0
GAME,0,4.4,248417,5000000,0.0
GAME,0,3.9,23104,1000000,0.0
GAME,0,3.9,85278,1000000,0.0
GAME,0,4.6,4128732,50000000,0.0
GAME,0,4.2,1499373,100000000,0.0
GAME,0,4.6,59854,5000000,0.0
GAME,0,5.0,2,1,1.49
SPORTS,1,4.6,1873520,50000000,0.0
SPORTS,1,4.3,5499,100000,0.0
GAME,0,4.4,327599,10000000,0.0
GAME,0,4.6,7672495,100000000,0.0
SPORTS,1,4.2,140883,5000000,0.0
SPORTS,1,4.4,400592,10000000,0.0
SPORTS,1,4.4,141163,10000000,0.0
SPORTS,1,4.5,27393,1000000,0.0
SPORTS,1,4.5,1605267,10000000,0.0
SPORTS,1,4.6,275,5000,2.99
SPORTS,1,4.2,112725,5000000,0.0
GAME,0,3.9,923,100000,0.0
SPORTS,1,4.5,4427,100000,0.0
SPORTS,1,4.5,706,100000,0.0
GAME,0,4.7,1889582,50000000,0.0
SPORTS,1,4.5,26102,1000000,0.0
SPORTS,1,3.8,250,50000,0.0
SPORTS,1,3.9,8638,500000,0.0
GAME,0,4.5,24210,500000,0.0
GAME,0,3.8,2102,100000,0.0
GAME,0,4.3,2468063,50000000,0.0
GAME,0,4.1,395,50000,0.0
SPORTS,1,1.9,71,5000,0.0
GAME,0,4.5,26985,5000000,0.0
GAME,0,4.5,549039,50000000,0.0
GAME,0,4.2,1500622,100000000,0.0
SPORTS,1,3.5,224,10000,0.0
GAME,0,3.4,29265,1000000,0.0
GAME,0,4.5,946926,50000000,0.0
SPORTS,1,4.6,1873520,50000000,0.0
SPORTS,1,4.3,985,500000,0.0
GAME,0,4.4,4638163,100000000,0.0
SPORTS,1,3.7,34079,5000000,0.0
GAME,0,4.4,8923818,100000000,0.0
SPORTS,1,4.1,107,10000,0.0
SPORTS,1,4.8,74,5000,0.0
SPORTS,1,4.5,97,10000,0.0
SPORTS,1,5.0,5,100,0.0
GAME,0,4.7,466495,10000000,0.0
SPORTS,1,4.3,2885,100000,0.0
GAME,0,4.3,90415,10000000,0.0
GAME,0,4.6,79,1000,0.0
SPORTS,1,4.1,5015,100000,0.0
GAME,0,4.6,2694969,100000000,0.0
SPORTS,1,2.0,11,1000,0.0
SPORTS,1,3.6,1067,100000,0.0
GAME,0,4.0,41759,1000000,0.0
GAME,0,4.1,18996,1000000,0.0
SPORTS,1,3.5,292,50000,0.0
SPORTS,1,4.2,18584,5000000,0.0
GAME,0,3.6,2065,100000,0.0
GAME,0,4.4,661,100000,0.0
GAME,0,4.8,230849,10000000,0.0
SPORTS,1,4.5,325738,10000000,0.0
SPORTS,1,4.2,251,10000,0.0
GAME,0,3.5,14823,1000000,0.0
GAME,0,4.5,4447346,100000000,0.0
SPORTS,1,4.0,41747,5000000,0.0
GAME,0,4.4,7,100,0.0
GAME,0,4.2,7699,500000,0.0
SPORTS,1,3.5,4,100,0.0
SPORTS,1,3.5,217,50000,0.0
GAME,0,4.3,8116142,500000000,0.0
SPORTS,1,4.3,7107,100000,0.0
SPORTS,1,4.7,20304,500000,0.0
SPORTS,1,4.3,340,5000,1.99
SPORTS,1,4.5,6238,500000,0.0
GAME,0,4.5,14200550,100000000,0.0
SPORTS,1,4.9,38098,5000000,0.0
GAME,0,4.3,10806,5000000,0.0
GAME,0,4.6,4304,100000,0.0
GAME,0,4.4,125652,10000000,0.0
GAME,0,4.3,240,50000,0.0
SPORTS,1,4.5,75571,1000000,0.0
SPORTS,1,4.6,18921,1000000,0.0
SPORTS,1,5.0,3,50,0.0
SPORTS,1,4.1,2469,100000,0.0
SPORTS,1,4.5,100,1000000,0.0
SPORTS,1,4.4,2020,100000,0.0
GAME,0,4.4,2123381,100000000,0.0
SPORTS,1,4.3,102,10000,0.0
GAME,0,4.0,14563,1000000,0.0
GAME,0,4.5,14201604,100000000,0.0
GAME,0,4.2,156862,5000000,0.0
GAME,0,3.7,63986,1000000,0.0
SPORTS,1,3.4,1520,50000,0.0
GAME,0,4.6,2750410,100000000,0.0
GAME,0,4.4,201426,5000000,0.0
GAME,0,4.6,1480182,10000000,0.0
GAME,0,3.7,38,1000,0.0
GAME,0,4.2,41444,1000000,0.0
SPORTS,1,3.7,84,1000,2.99
GAME,0,4.7,1351068,10000000,0.0
SPORTS,1,3.3,3,500,0.0
GAME,0,4.4,382100,10000000,0.0
SPORTS,1,3.7,818,100000,0.0
GAME,0,4.1,164,10000,0.0
SPORTS,1,4.4,69395,10000000,0.0
GAME,0,4.1,2628,100000,0.0
SPORTS,1,5.0,12,100,0.99
SPORTS,1,4.1,12452,500000,0.0
GAME,0,4.9,59,500,0.0
SPORTS,1,4.5,32606,1000000,0.0
GAME,0,4.5,3198176,100000000,0.0
GAME,0,4.5,2,100,1.99
GAME,0,4.5,3197865,100000000,0.0
SPORTS,1,4.2,134,1000,37.99
SPORTS,1,4.6,1026,10000,3.99
GAME,0,4.4,6198880,100000000,0.0
GAME,0,4.5,148990,10000000,0.0
GAME,0,3.9,20,10000,0.0
GAME,0,3.3,2717,100000,0.0
SPORTS,1,4.8,471036,10000000,0.0
GAME,0,4.3,8537,100000,0.0
GAME,0,4.3,391325,10000000,0.0
GAME,0,4.3,10306,1000000,0.0
SPORTS,1,4.5,5509,100000,0.0
GAME,0,4.5,1418,10000,0.0
GAME,0,4.4,3039889,10000000,0.0
GAME,0,4.3,10493,1000000,0.0
SPORTS,1,3.7,1812,100000,0.0
SPORTS,1,4.5,60096,5000000,0.0
SPORTS,1,4.0,9971,1000000,0.0
SPORTS,1,4.6,117176,5000000,0.0
SPORTS,1,4.6,315,1000,2.99
GAME,0,4.1,29062,1000000,0.0
SPORTS,1,4.6,9,1000,0.0
SPORTS,1,4.8,10,10,0.0
SPORTS,1,4.3,16943,1000000,0.0
GAME,0,4.6,9394,100000,4.99
GAME,0,4.3,18985,5000000,0.0
GAME,0,4.3,118253,10000000,0.0
GAME,0,4.3,224514,5000000,0.0
GAME,0,4.1,55380,5000000,0.0
GAME,0,4.0,454,10000,0.0
GAME,0,4.2,210317,10000000,0.0
SPORTS,1,4.3,91033,5000000,0.0
GAME,0,4.5,23599,100000,0.0
GAME,0,4.2,17039,5000000,0.0
GAME,0,4.2,17453,1000000,0.0
SPORTS,1,4.3,246201,10000000,0.0
GAME,0,4.7,1125017,10000000,0.0
GAME,0,4.0,59223,5000000,0.0
SPORTS,1,4.8,793,10000,0.0
SPORTS,1,4.2,342909,10000000,0.0
SPORTS,1,4.2,3788,1000000,0.0
GAME,0,4.3,2233,1000000,0.0
SPORTS,1,4.4,3114,100000,0.0
SPORTS,1,5.0,141,1000,0.0
SPORTS,1,4.6,4011,500000,0.0
SPORTS,1,3.9,47688,5000000,0.0
SPORTS,1,2.8,48,5000,0.0
GAME,0,4.6,101686,10000000,0.0
GAME,0,4.0,37789,1000000,0.0
SPORTS,1,4.8,787,1000,1.99
SPORTS,1,4.8,48276,1000000,0.0
GAME,0,4.3,2151039,50000000,0.0
SPORTS,1,4.5,50679,1000000,0.0
GAME,0,4.4,4921409,100000000,0.0
GAME,0,3.8,47386,1000000,0.0
GAME,0,4.4,22430188,500000000,0.0
GAME,0,4.2,28151,1000000,0.0
SPORTS,1,4.3,83545,5000000,0.0
SPORTS,1,4.4,122283,5000000,0.0
SPORTS,1,4.3,91031,5000000,0.0
SPORTS,1,3.9,5510,1000000,0.0
SPORTS,1,4.8,428156,10000000,0.0
GAME,0,4.0,82,5000,0.0
SPORTS,1,4.2,31,1000,0.0
GAME,0,4.4,22429716,500000000,0.0
GAME,0,4.6,26138,1000000,0.0
GAME,0,4.2,344585,50000000,0.0
GAME,0,4.5,1135631,50000000,0.0
GAME,0,4.1,4946,100000,0.0
GAME,0,4.3,3,10,0.0
SPORTS,1,4.2,18678,1000000,0.0
GAME,0,4.0,119368,10000000,0.0
GAME,0,4.6,125647,10000000,0.0
SPORTS,1,4.8,1660,10000,0.0
SPORTS,1,4.2,521140,10000000,0.0
SPORTS,1,3.8,1140,100000,0.0
GAME,0,3.8,898,100000,0.0
SPORTS,1,4.4,122283,5000000,0.0
GAME,0,4.3,8118937,500000000,0.0
GAME,0,4.2,1343866,10000000,0.0
GAME,0,4.4,74695,10000000,0.0
SPORTS,1,4.6,152867,10000000,0.0
SPORTS,1,5.0,103,5000,0.0
SPORTS,1,4.3,2486,500000,0.0
SPORTS,1,4.2,1904,100000,0.0
SPORTS,1,5.0,1,10,0.0
GAME,0,4.5,10216538,100000000,0.0
GAME,0,4.2,26893,1000000,0.0
SPORTS,1,4.9,206,1000,0.0
SPORTS,1,4.1,820577,10000000,0.0
SPORTS,1,3.8,4,500,0.0
GAME,0,4.6,19922,100000,1.99
GAME,0,4.3,314774,5000000,0.0
SPORTS,1,4.2,100406,10000000,0.0
GAME,0,4.6,11235,100000,2.99
SPORTS,1,4.3,8576,1000000,0.0
GAME,0,4.6,3093358,10000000,0.0
SPORTS,1,4.0,4160,500000,0.0
GAME,0,2.8,48,10000,0.0
GAME,0,4.5,148897,10000000,0.0
GAME,0,3.3,19,100,4.49
SPORTS,1,4.4,57634,1000000,0.0
GAME,0,4.4,475369,50000000,0.0
SPORTS,1,3.8,6554,500000,0.0
GAME,0,4.1,88941,1000000,0.0
GAME,0,3.9,145,10000,0.0
GAME,0,4.3,125,5000,0.0
GAME,0,4.6,132282,1000000,0.0
GAME,0,4.4,144545,5000000,0.0
GAME,0,4.7,21262,1000000,0.0
GAME,0,4.8,528550,10000000,0.0
GAME,0,4.5,592068,50000000,0.0
SPORTS,1,3.6,126,5000,2.49
SPORTS,1,4.7,11689,500000,0.0
SPORTS,1,3.6,346,50000,0.0
SPORTS,1,2.0,136,10000,0.0
SPORTS,1,3.8,35746,5000000,0.0
GAME,0,4.0,32522,1000000,0.0
GAME,0,4.3,234589,50000000,0.0
GAME,0,4.5,937,10000,0.0
GAME,0,4.1,9898,1000000,0.0
GAME,0,4.4,153381,10000000,0.0
SPORTS,1,3.5,6747,1000000,0.0
GAME,0,4.6,1591129,50000000,0.0
SPORTS,1,4.4,70769,5000000,0.0
SPORTS,1,4.5,559186,10000000,0.0
SPORTS,1,4.2,100406,10000000,0.0
SPORTS,1,4.2,9,100,0.0
GAME,0,4.6,2157930,10000000,0.0
SPORTS,1,4.6,39724,1000000,0.0
GAME,0,4.3,20691,1000000,0.0
SPORTS,1,4.4,70769,5000000,0.0
SPORTS,1,4.6,10,500,0.0
SPORTS,1,4.1,6826,1000000,0.0
GAME,0,4.5,547644,50000000,0.0
GAME,0,4.4,8219586,100000000,0.0
GAME,0,4.6,20,100,0.0
GAME,0,4.7,48615,10000000,0.0
SPORTS,1,4.1,75,10000,0.0
GAME,0,4.3,1004709,50000000,0.0
GAME,0,4.5,415,10000,0.0
GAME,0,3.8,4552,100000,0.0
SPORTS,1,4.4,15221,1000000,0.0
GAME,0,4.5,501,10000,0.0
GAME,0,4.4,4067651,100000000,0.0
SPORTS,1,3.9,232153,10000000,0.0
GAME,0,4.5,776730,10000000,0.0
GAME,0,3.7,31883,1000000,0.0
GAME,0,4.2,131,1000,1.61
GAME,0,3.9,71,10000,0.0
GAME,0,4.6,807338,10000000,0.0
SPORTS,1,4.8,4,500,0.0
SPORTS,1,3.4,2105,100000,0.0
GAME,0,4.3,1000417,50000000,0.0
GAME,0,4.6,506593,10000000,0.0
SPORTS,1,4.3,258717,10000000,0.0
GAME,0,4.5,76627,5000000,0.0
GAME,0,4.3,1000417,50000000,0.0
GAME,0,4.3,23005,5000000,0.0
GAME,0,4.5,4449882,100000000,0.0
SPORTS,1,4.4,101957,5000000,0.0
SPORTS,1,4.7,57,10000,0.0
GAME,0,4.2,829753,50000000,0.0
GAME,0,3.6,33,5000,0.0
GAME,0,4.3,10538,1000000,0.0
SPORTS,1,4.1,142,100000,0.0
GAME,0,4.7,295241,10000000,0.0
SPORTS,1,4.6,205299,5000000,0.0
GAME,0,4.7,1559650,50000000,0.0
GAME,0,4.5,32831,500000,0.0
GAME,0,4.2,307398,10000000,0.0
GAME,0,3.7,11,5000,0.0
GAME,0,3.9,85317,5000000,0.0
SPORTS,1,4.4,10,500,0.0
SPORTS,1,4.4,15753,100000,3.49
SPORTS,1,4.3,7895,500000,0.0
GAME,0,4.1,355,10000,0.0
GAME,0,4.4,201537,5000000,0.0
SPORTS,1,3.4,4082,500000,0.0
SPORTS,1,4.6,8004,100000,0.0
SPORTS,1,4.1,288809,10000000,0.0
GAME,0,4.4,42145,10000000,0.0
GAME,0,4.5,4230886,100000000,0.0
SPORTS,1,4.1,1213,100000,0.0
SPORTS,1,4.7,707,5000,0.0
GAME,0,4.7,295305,10000000,0.0
SPORTS,1,4.4,229214,10000000,0.0
SPORTS,1,4.6,5305,100000,0.0
GAME,0,4.4,1849,10000,0.0
GAME,0,4.5,401648,10000000,0.0
SPORTS,1,4.5,27396,1000000,0.0
SPORTS,1,3.9,6289,1000000,0.0
SPORTS,1,4.6,20326,1000000,0.0
SPORTS,1,4.3,111809,10000000,0.0
SPORTS,1,3.2,4,100,0.0
GAME,0,4.5,655145,10000000,0.0
GAME,0,4.0,1417,100000,0.0
SPORTS,1,4.6,666246,10000000,0.0
SPORTS,1,4.0,121003,10000000,0.0
GAME,0,4.3,1295606,100000000,0.0
GAME,0,4.0,1744,100000,0.0
SPORTS,1,4.2,2506,50000,3.99
GAME,0,4.5,5476569,100000000,0.0
SPORTS,1,4.5,183669,5000000,0.0
SPORTS,1,3.9,18961,5000000,0.0
GAME,0,4.3,245455,10000000,0.0
GAME,0,4.3,1017408,10000000,0.0
GAME,0,4.6,15403,1000000,0.0
GAME,0,3.9,783,100000,0.0
GAME,0,4.2,2055,100000,0.0
GAME,0,4.5,6074334,100000000,0.0
SPORTS,1,4.1,62616,5000000,0.0
SPORTS,1,4.4,783025,10000000,0.0
GAME,0,4.0,254518,10000000,0.0
SPORTS,1,4.5,40296,1000000,0.0
SPORTS,1,4.8,28588,1000000,0.0
SPORTS,1,1.5,2,5,0.0
SPORTS,1,4.7,117925,10000000,0.0
GAME,0,4.6,169,1000,0.99
SPORTS,1,4.4,122283,5000000,0.0
SPORTS,1,3.3,14210,1000000,0.0
GAME,0,2.3,278,10000,0.0
GAME,0,4.5,446434,10000000,0.0
SPORTS,1,4.4,69395,10000000,0.0
SPORTS,1,4.5,152780,10000000,0.0
SPORTS,1,4.4,382,10000,0.0
GAME,0,4.4,8921451,100000000,0.0
SPORTS,1,4.2,112384,5000000,0.0
SPORTS,1,4.9,272337,10000000,0.0
SPORTS,1,4.8,160,10000,0.0
SPORTS,1,4.3,45,10000,0.0
GAME,0,5.0,1,10,0.0
SPORTS,1,3.3,25,1000,0.0
GAME,0,4.0,263907,10000000,0.0
SPORTS,1,4.2,521138,10000000,0.0
GAME,0,4.6,7671249,100000000,0.0
GAME,0,4.2,358,10000,0.0
GAME,0,4.4,165656,5000000,0.0
SPORTS,1,4.5,10253,500000,0.0
GAME,0,3.8,13388,500000,0.0
SPORTS,1,5.0,10,1000,0.0
SPORTS,1,4.0,265,100000,0.0
GAME,0,4.4,7614415,100000000,0.0
SPORTS,1,2.8,961,100000,0.0
SPORTS,1,3.5,4057,500000,0.0
GAME,0,4.0,26649,5000000,0.0
SPORTS,1,4.8,69279,10000000,0.0
SPORTS,1,2.3,853,50000,0.0
GAME,0,4.5,7687,100000,1.99
GAME,0,4.4,2610526,100000000,0.0
SPORTS,1,3.9,11460,100000,8.99
GAME,0,4.6,144,1000,6.99
SPORTS,1,4.9,8418,500000,0.0
GAME,0,4.1,66894,1000000,0.0
SPORTS,1,3.7,33264,10000000,0.0
SPORTS,1,3.2,3031,1000000,0.0
GAME,0,4.2,2183,500000,0.0
SPORTS,1,4.4,108318,10000000,0.0
SPORTS,1,4.4,63779,1000000,0.0
SPORTS,1,4.0,32,5000,0.0
GAME,0,4.6,9882639,100000000,0.0
GAME,0,3.8,489,10000,0.0
SPORTS,1,4.1,28301,1000000,0.0
GAME,0,4.6,2698882,100000000,0.0
GAME,0,4.6,32506,1000000,0.0
GAME,0,4.1,347883,10000000,0.0
SPORTS,1,4.1,131,5000,0.0
GAME,0,3.5,4416,500000,0.0
SPORTS,1,4.4,2599,100000,0.0
GAME,0,4.4,276105,10000000,0.0
GAME,0,4.5,4830407,50000000,0.0
GAME,0,4.2,601,100000,0.0
SPORTS,1,4.3,127,10000,0.0
GAME,0,4.5,17263,500000,0.0
SPORTS,1,4.4,133833,10000000,0.0
SPORTS,1,4.7,11689,500000,0.0
GAME,0,4.4,1063,50000,0.0
SPORTS,1,2.9,141,10000,0.0
GAME,0,4.0,42182,1000000,0.0
SPORTS,1,4.6,9612,100000,0.0
GAME,0,4.7,141529,5000000,0.0
GAME,0,4.2,63056,1000000,0.0
GAME,0,4.6,2157930,10000000,0.0
SPORTS,1,4.3,91033,5000000,0.0
SPORTS,1,4.5,9464,500000,0.0
GAME,0,4.5,185382,10000000,0.0
SPORTS,1,4.3,707,100000,0.0
SPORTS,1,4.3,1533,100000,0.0
SPORTS,1,4.8,1697,100000,0.0
GAME,0,4.3,21107,100000,0.0
SPORTS,1,4.2,1008012,50000000,0.0
SPORTS,1,4.6,5420,500000,0.0
GAME,0,4.1,21223,1000000,0.0
GAME,0,4.6,520962,10000000,0.0
SPORTS,1,4.6,95201,5000000,0.0
SPORTS,1,4.6,4642,100000,0.0
SPORTS,1,4.6,162933,5000000,0.0
SPORTS,1,4.5,827653,10000000,0.0
GAME,0,4.2,147791,5000000,0.0
SPORTS,1,4.2,120,10000,0.0
GAME,0,3.8,141,10000,0.0
GAME,0,4.4,1397944,10000000,0.0
GAME,0,4.7,1115,100000,0.0
SPORTS,1,2.3,74,10000,0.0
GAME,0,4.4,30,5000,0.0
GAME,0,3.5,901,50000,0.0
GAME,0,4.5,13118,500000,0.0
GAME,0,3.1,1015,100000,0.0
SPORTS,1,3.7,4212,1000000,0.0
GAME,0,4.0,127810,10000000,0.0
SPORTS,1,4.0,11151,1000000,0.0
SPORTS,1,4.4,20812,1000000,0.0
GAME,0,3.8,16282,1000000,0.0
GAME,0,4.5,461137,10000000,0.0
GAME,0,4.3,1776,50000,0.0
GAME,0,4.1,97209,1000000,0.0
GAME,0,4.3,11,500,0.0
GAME,0,3.2,655,50000,0.0
SPORTS,1,4.1,34123,5000000,0.0
GAME,0,4.3,275843,10000000,0.0
GAME,0,4.5,531458,5000000,0.0
GAME,0,4.6,293086,5000000,0.0
SPORTS,1,4.2,4330,100000,0.0
SPORTS,1,4.2,82883,5000000,0.0
GAME,0,3.9,8122,500000,0.0
SPORTS,1,4.5,16257,500000,0.0
SPORTS,1,4.4,133825,10000000,0.0
SPORTS,1,4.5,207,10000,0.0
SPORTS,1,4.6,161423,5000000,0.0
SPORTS,1,4.3,179139,5000000,0.0
GAME,0,4.5,299046,10000000,0.0
GAME,0,4.5,183846,10000000,0.0
SPORTS,1,4.2,521138,10000000,0.0
GAME,0,4.5,216849,10000000,0.0
GAME,0,4.1,496,100000,0.0
SPORTS,1,3.0,4710,100000,0.0
GAME,0,4.4,4918776,100000000,0.0
GAME,0,4.4,70747,5000000,0.0
GAME,0,4.5,240416,5000000,0.0
SPORTS,1,4.6,48286,1000000,0.0
SPORTS,1,4.2,1324,100000,0.0
GAME,0,4.2,187972,5000000,0.0
SPORTS,1,4.2,342912,10000000,0.0
GAME,0,4.0,17876,1000000,0.0
SPORTS,1,4.2,521140,10000000,0.0
SPORTS,1,4.6,71269,1000000,0.0
GAME,0,4.4,5234162,100000000,0.0
GAME,0,4.1,650114,10000000,0.0
SPORTS,1,2.3,3,1000,0.0
GAME,0,4.2,74902,5000000,0.0
GAME,0,4.4,93033,5000000,0.0
GAME,0,3.8,66,10000,0.0
GAME,0,3.6,16521,1000000,0.0
SPORTS,1,4.1,2681,500000,0.0
SPORTS,1,4.1,88,5000,0.0
GAME,0,4.4,22430188,500000000,0.0
GAME,0,4.2,794058,10000000,0.0
SPORTS,1,2.8,81,10000,0.0
GAME,0,4.0,162530,10000000,0.0
GAME,0,4.6,18,100,4.99
GAME,0,4.5,168717,10000000,0.0
SPORTS,1,4.7,25172,500000,0.0
GAME,0,4.3,2045554,50000000,0.0
SPORTS,1,4.5,50017,1000000,0.0
GAME,0,4.3,6698,500000,0.0
SPORTS,1,4.5,107724,5000000,0.0
SPORTS,1,4.4,229210,10000000,0.0
SPORTS,1,4.2,521140,10000000,0.0
SPORTS,1,4.4,6106,100000,0.0
SPORTS,1,4.8,39068,500000,0.0
SPORTS,1,4.0,209,50000,0.0
GAME,0,4.3,137696,5000000,0.0
GAME,0,4.6,3093932,10000000,0.0
SPORTS,1,4.2,1608,100000,0.0
GAME,0,4.1,94661,1000000,0.0
GAME,0,4.0,3322,100000,0.0
SPORTS,1,4.4,328,10000,0.0
SPORTS,1,4.2,220,50000,0.0
GAME,0,4.1,8608,500000,0.0
SPORTS,1,4.5,53,1000,0.0
SPORTS,1,4.1,6231,100000,0.0
SPORTS,1,4.6,688,10000,0.0
SPORTS,1,4.7,2225,100000,0.0
SPORTS,1,4.4,19621,500000,0.0
GAME,0,4.6,2698348,100000000,0.0
GAME,0,4.1,389,10000,0.0
GAME,0,3.8,2691,100000,0.0
GAME,0,4.2,16237,500000,0.0
SPORTS,1,3.4,144,10000,0.0
GAME,0,4.4,98123,10000000,0.0
GAME,0,4.4,13714,1000000,0.0
GAME,0,4.3,205830,10000000,0.0
GAME,0,3.9,145931,10000000,0.0
GAME,0,4.5,5387781,100000000,0.0
SPORTS,1,4.6,2901,50000,1.99
GAME,0,4.7,171448,10000000,0.0
SPORTS,1,5.0,3,50,0.0
SPORTS,1,2.9,2160,100000,0.0
SPORTS,1,4.5,27396,1000000,0.0
GAME,0,4.5,4447388,100000000,0.0
GAME,0,3.8,8,1000,0.0
GAME,0,4.1,22896,1000000,0.0
SPORTS,1,3.7,41941,10000000,0.0
GAME,0,4.7,1351771,10000000,0.0
SPORTS,1,4.5,644,100000,0.0
SPORTS,1,4.1,12452,500000,0.0
GAME,0,4.3,85468,1000000,0.99
GAME,0,4.5,10055521,100000000,0.0
GAME,0,4.7,1889250,50000000,0.0
GAME,0,3.9,178723,10000000,0.0
SPORTS,1,4.2,42767,1000000,0.0
SPORTS,1,4.2,521138,10000000,0.0
SPORTS,1,4.2,270294,5000000,0.0
SPORTS,1,4.1,5025,500000,0.0
GAME,0,3.6,2328,100000,0.0
GAME,0,4.5,1242855,50000000,0.0
SPORTS,1,4.1,79464,1000000,0.0
GAME,0,4.5,5465624,100000000,0.0
SPORTS,1,2.9,4031,500000,0.0
GAME,0,4.5,10460,1000000,0.0
SPORTS,1,4.5,16426,500000,0.0
GAME,0,4.7,990491,10000000,0.0
SPORTS,1,4.0,3937,100000,0.0
SPORTS,1,4.1,3405,100000,0.0
GAME,0,4.4,562345,10000000,0.0
GAME,0,4.3,192374,10000000,0.0
SPORTS,1,3.7,1861,1000000,0.0
GAME,0,4.3,121612,1000000,0.0
SPORTS,1,4.3,31908,1000000,0.0
SPORTS,1,4.8,6,100,0.0
GAME,0,4.6,408292,10000000,0.99
GAME,0,4.6,5419676,100000000,0.0
SPORTS,1,3.5,172373,10000000,0.0
SPORTS,1,2.9,1786,100000,0.0
GAME,0,4.2,107497,1000000,0.0
SPORTS,1,5.0,4,100,0.0
SPORTS,1,4.4,44939,10000000,0.0
GAME,0,4.4,1107310,10000000,0.0
GAME,0,4.3,37513,5000000,0.0
